# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-05 13:48:31 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05289800 MINNEHAHA CREEK AT HIAWATHA AVE. IN MINNEAPOLIS,MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 05289800
#            TS   parameter     Description
#         74489       00065     Gage height, feet
#         74490       00060     Discharge, cubic feet per second
#         74491       00045     Precipitation, total, inches
#         74494       00010     Temperature, water, degrees Celsius
#         74495       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	74489_00065	74489_00065_cd	74490_00060	74490_00060_cd	74491_00045	74491_00045_cd	74494_00010	74494_00010_cd	74495_00095	74495_00095_cd
USGS	05289800	2019-09-30 18:35	CDT	14.35	P	217	P	0.00	P	17.2	P	423	P
USGS	05289800	2019-09-30 18:40	CDT	14.35	P	217	P	0.00	P	17.2	P	423	P
USGS	05289800	2019-09-30 18:45	CDT	14.35	P	217	P	0.00	P	17.2	P	422	P
USGS	05289800	2019-09-30 18:50	CDT	14.35	P	217	P	0.00	P	17.2	P	422	P
USGS	05289800	2019-09-30 18:55	CDT	14.35	P	217	P	0.00	P	17.2	P	422	P
USGS	05289800	2019-09-30 19:00	CDT	14.35	P	217	P	0.00	P	17.2	P	422	P
USGS	05289800	2019-09-30 19:05	CDT	14.35	P	217	P	0.00	P	17.2	P	423	P
USGS	05289800	2019-09-30 19:10	CDT	14.35	P	217	P	0.00	P	17.2	P	421	P
USGS	05289800	2019-09-30 19:15	CDT	14.36	P	218	P	0.00	P	17.2	P	421	P
USGS	05289800	2019-09-30 19:20	CDT	14.36	P	218	P	0.00	P	17.2	P	422	P
USGS	05289800	2019-09-30 19:25	CDT	14.35	P	217	P	0.00	P	17.2	P	422	P
USGS	05289800	2019-09-30 19:30	CDT	14.35	P	217	P	0.00	P	17.2	P	422	P
USGS	05289800	2019-09-30 19:35	CDT	14.36	P	218	P	0.02	P	17.3	P	421	P
USGS	05289800	2019-09-30 19:40	CDT	14.37	P	220	P	0.08	P	17.3	P	422	P
USGS	05289800	2019-09-30 19:45	CDT	14.37	P	220	P	0.09	P	17.3	P	420	P
USGS	05289800	2019-09-30 19:50	CDT	14.40	P	224	P	0.11	P	17.3	P	419	P
USGS	05289800	2019-09-30 19:55	CDT	14.43	P	228	P	0.00	P	17.3	P	419	P
USGS	05289800	2019-09-30 20:00	CDT	14.47	P	234	P	0.00	P	17.4	P	419	P
USGS	05289800	2019-09-30 20:05	CDT	14.51	P	239	P	0.00	P	17.4	P	418	P
USGS	05289800	2019-09-30 20:10	CDT	14.56	P	247	P	0.00	P	17.4	P	416	P
USGS	05289800	2019-09-30 20:15	CDT	14.61	P	254	P	0.00	P	17.4	P	416	P
USGS	05289800	2019-09-30 20:20	CDT	14.64	P	258	P	0.00	P	17.4	P	416	P
USGS	05289800	2019-09-30 20:25	CDT	14.64	P	258	P	0.00	P	17.5	P	415	P
USGS	05289800	2019-09-30 20:30	CDT	14.63	P	257	P	0.00	P	17.5	P	411	P
USGS	05289800	2019-09-30 20:35	CDT	14.64	P	258	P	0.00	P	17.6	P	406	P
USGS	05289800	2019-09-30 20:40	CDT	14.61	P	254	P	0.00	P	17.7	P	397	P
USGS	05289800	2019-09-30 20:45	CDT	14.60	P	253	P	0.00	P	17.8	P	390	P
USGS	05289800	2019-09-30 20:50	CDT	14.59	P	251	P	0.00	P	17.9	P	384	P
USGS	05289800	2019-09-30 20:55	CDT	14.58	P	250	P	0.00	P	18.1	P	373	P
USGS	05289800	2019-09-30 21:00	CDT	14.55	P	245	P	0.00	P	18.2	P	364	P
USGS	05289800	2019-09-30 21:05	CDT	14.56	P	247	P	0.00	P	18.3	P	360	P
USGS	05289800	2019-09-30 21:10	CDT	14.55	P	245	P	0.00	P	18.3	P	360	P
USGS	05289800	2019-09-30 21:15	CDT	14.55	P	245	P	0.00	P	18.3	P	367	P
USGS	05289800	2019-09-30 21:20	CDT	14.54	P	244	P	0.00	P	18.2	P	370	P
USGS	05289800	2019-09-30 21:25	CDT	14.54	P	244	P	0.00	P	18.2	P	377	P
USGS	05289800	2019-09-30 21:30	CDT	14.53	P	242	P	0.00	P	18.1	P	383	P
USGS	05289800	2019-09-30 21:35	CDT	14.53	P	242	P	0.00	P	18.0	P	389	P
USGS	05289800	2019-09-30 21:40	CDT	14.55	P	245	P	0.00	P	18.0	P	393	P
USGS	05289800	2019-09-30 21:45	CDT	14.54	P	244	P	0.00	P	17.9	P	398	P
USGS	05289800	2019-09-30 21:50	CDT	14.55	P	245	P	0.00	P	17.9	P	402	P
USGS	05289800	2019-09-30 21:55	CDT	14.54	P	244	P	0.00	P	17.8	P	405	P
USGS	05289800	2019-09-30 22:00	CDT	14.56	P	247	P	0.00	P	17.8	P	407	P
USGS	05289800	2019-09-30 22:05	CDT	14.55	P	245	P	0.00	P	17.8	P	406	P
USGS	05289800	2019-09-30 22:10	CDT	14.56	P	247	P	0.00	P	17.8	P	409	P
USGS	05289800	2019-09-30 22:15	CDT	14.57	P	248	P	0.00	P	17.8	P	410	P
USGS	05289800	2019-09-30 22:20	CDT	14.56	P	247	P	0.00	P	17.8	P	411	P
USGS	05289800	2019-09-30 22:25	CDT	14.57	P	248	P	0.00	P	17.8	P	412	P
USGS	05289800	2019-09-30 22:30	CDT	14.58	P	250	P	0.00	P	17.8	P	413	P
USGS	05289800	2019-09-30 22:35	CDT	14.59	P	251	P	0.00	P	17.8	P	412	P
USGS	05289800	2019-09-30 22:40	CDT	14.59	P	251	P	0.00	P	17.7	P	411	P
USGS	05289800	2019-09-30 22:45	CDT	14.59	P	251	P	0.00	P	17.7	P	410	P
USGS	05289800	2019-09-30 22:50	CDT	14.59	P	251	P	0.00	P	17.7	P	409	P
USGS	05289800	2019-09-30 22:55	CDT	14.60	P	253	P	0.00	P	17.7	P	409	P
USGS	05289800	2019-09-30 23:00	CDT	14.60	P	253	P	0.00	P	17.7	P	407	P
USGS	05289800	2019-09-30 23:05	CDT	14.60	P	253	P	0.00	P	17.7	P	406	P
USGS	05289800	2019-09-30 23:10	CDT	14.61	P	254	P	0.00	P	17.7	P	404	P
USGS	05289800	2019-09-30 23:15	CDT	14.60	P	253	P	0.00	P	17.7	P	402	P
USGS	05289800	2019-09-30 23:20	CDT	14.60	P	253	P	0.00	P	17.7	P	400	P
USGS	05289800	2019-09-30 23:25	CDT	14.60	P	253	P	0.00	P	17.7	P	398	P
USGS	05289800	2019-09-30 23:30	CDT	14.61	P	254	P	0.00	P	17.7	P	395	P
USGS	05289800	2019-09-30 23:35	CDT	14.60	P	253	P	0.00	P	17.7	P	395	P
USGS	05289800	2019-09-30 23:40	CDT	14.62	P	255	P	0.00	P	17.7	P	395	P
USGS	05289800	2019-09-30 23:45	CDT	14.61	P	254	P	0.00	P	17.7	P	395	P
USGS	05289800	2019-09-30 23:50	CDT	14.62	P	255	P	0.00	P	17.7	P	394	P
USGS	05289800	2019-09-30 23:55	CDT	14.61	P	254	P	0.00	P	17.7	P	394	P
USGS	05289800	2019-10-01 00:00	CDT	14.62	P	255	P	0.00	P	17.7	P	394	P
USGS	05289800	2019-10-01 00:05	CDT	14.61	P	254	P	0.00	P	17.7	P	393	P
USGS	05289800	2019-10-01 00:10	CDT	14.62	P	255	P	0.00	P	17.7	P	395	P
USGS	05289800	2019-10-01 00:15	CDT	14.62	P	255	P	0.00	P	17.7	P	394	P
USGS	05289800	2019-10-01 00:20	CDT	14.62	P	255	P	0.00	P	17.7	P	397	P
USGS	05289800	2019-10-01 00:25	CDT	14.62	P	255	P	0.00	P	17.6	P	398	P
USGS	05289800	2019-10-01 00:30	CDT	14.62	P	255	P	0.00	P	17.6	P	397	P
USGS	05289800	2019-10-01 00:35	CDT	14.62	P	255	P	0.00	P	17.6	P	398	P
USGS	05289800	2019-10-01 00:40	CDT	14.61	P	254	P	0.00	P	17.6	P	399	P
USGS	05289800	2019-10-01 00:45	CDT	14.62	P	255	P	0.00	P	17.6	P	399	P
USGS	05289800	2019-10-01 00:50	CDT	14.61	P	254	P	0.00	P	17.6	P	400	P
USGS	05289800	2019-10-01 00:55	CDT	14.62	P	255	P	0.00	P	17.6	P	400	P
USGS	05289800	2019-10-01 01:00	CDT	14.62	P	255	P	0.00	P	17.6	P	400	P
USGS	05289800	2019-10-01 01:05	CDT	14.61	P	254	P	0.00	P	17.6	P	400	P
USGS	05289800	2019-10-01 01:10	CDT	14.61	P	254	P	0.00	P	17.6	P	399	P
USGS	05289800	2019-10-01 01:15	CDT	14.61	P	254	P	0.00	P	17.6	P	397	P
USGS	05289800	2019-10-01 01:20	CDT	14.61	P	254	P	0.00	P	17.6	P	397	P
USGS	05289800	2019-10-01 01:25	CDT	14.60	P	253	P	0.00	P	17.6	P	396	P
USGS	05289800	2019-10-01 01:30	CDT	14.61	P	254	P	0.00	P	17.7	P	395	P
USGS	05289800	2019-10-01 01:35	CDT	14.60	P	253	P	0.00	P	17.7	P	393	P
USGS	05289800	2019-10-01 01:40	CDT	14.60	P	253	P	0.00	P	17.7	P	392	P
USGS	05289800	2019-10-01 01:45	CDT	14.61	P	254	P	0.00	P	17.7	P	391	P
USGS	05289800	2019-10-01 01:50	CDT	14.60	P	253	P	0.00	P	17.7	P	390	P
USGS	05289800	2019-10-01 01:55	CDT	14.61	P	254	P	0.00	P	17.7	P	388	P
USGS	05289800	2019-10-01 02:00	CDT	14.59	P	251	P	0.00	P	17.7	P	388	P
USGS	05289800	2019-10-01 02:05	CDT	14.59	P	251	P	0.00	P	17.7	P	388	P
USGS	05289800	2019-10-01 02:10	CDT	14.60	P	253	P	0.00	P	17.8	P	389	P
USGS	05289800	2019-10-01 02:15	CDT	14.61	P	254	P	0.00	P	17.8	P	390	P
USGS	05289800	2019-10-01 02:20	CDT	14.60	P	253	P	0.00	P	17.8	P	392	P
USGS	05289800	2019-10-01 02:25	CDT	14.59	P	251	P	0.00	P	17.8	P	392	P
USGS	05289800	2019-10-01 02:30	CDT	14.60	P	253	P	0.00	P	17.8	P	393	P
USGS	05289800	2019-10-01 02:35	CDT	14.60	P	253	P	0.00	P	17.8	P	393	P
USGS	05289800	2019-10-01 02:40	CDT	14.58	P	250	P	0.00	P	17.8	P	395	P
USGS	05289800	2019-10-01 02:45	CDT	14.59	P	251	P	0.00	P	17.8	P	395	P
USGS	05289800	2019-10-01 02:50	CDT	14.58	P	250	P	0.00	P	17.8	P	394	P
USGS	05289800	2019-10-01 02:55	CDT	14.59	P	251	P	0.00	P	17.8	P	394	P
USGS	05289800	2019-10-01 03:00	CDT	14.58	P	250	P	0.00	P	17.8	P	394	P
USGS	05289800	2019-10-01 03:05	CDT	14.57	P	248	P	0.00	P	17.8	P	394	P
USGS	05289800	2019-10-01 03:10	CDT	14.57	P	248	P	0.00	P	17.8	P	394	P
USGS	05289800	2019-10-01 03:15	CDT	14.58	P	250	P	0.00	P	17.8	P	395	P
USGS	05289800	2019-10-01 03:20	CDT	14.58	P	250	P	0.00	P	17.8	P	394	P
USGS	05289800	2019-10-01 03:25	CDT	14.58	P	250	P	0.00	P	17.8	P	394	P
USGS	05289800	2019-10-01 03:30	CDT	14.57	P	248	P	0.00	P	17.8	P	394	P
USGS	05289800	2019-10-01 03:35	CDT	14.57	P	248	P	0.00	P	17.8	P	394	P
USGS	05289800	2019-10-01 03:40	CDT	14.57	P	248	P	0.00	P	17.8	P	395	P
USGS	05289800	2019-10-01 03:45	CDT	14.57	P	248	P	0.00	P	17.8	P	395	P
USGS	05289800	2019-10-01 03:50	CDT	14.57	P	248	P	0.00	P	17.8	P	396	P
USGS	05289800	2019-10-01 03:55	CDT	14.57	P	248	P	0.00	P	17.8	P	398	P
USGS	05289800	2019-10-01 04:00	CDT	14.56	P	247	P	0.00	P	17.8	P	400	P
USGS	05289800	2019-10-01 04:05	CDT	14.56	P	247	P	0.00	P	17.8	P	400	P
USGS	05289800	2019-10-01 04:10	CDT	14.56	P	247	P	0.00	P	17.8	P	402	P
USGS	05289800	2019-10-01 04:15	CDT	14.56	P	247	P	0.00	P	17.7	P	400	P
USGS	05289800	2019-10-01 04:20	CDT	14.56	P	247	P	0.00	P	17.7	P	400	P
USGS	05289800	2019-10-01 04:25	CDT	14.55	P	245	P	0.00	P	17.7	P	400	P
USGS	05289800	2019-10-01 04:30	CDT	14.56	P	247	P	0.00	P	17.7	P	402	P
USGS	05289800	2019-10-01 04:35	CDT	14.55	P	245	P	0.00	P	17.7	P	403	P
USGS	05289800	2019-10-01 04:40	CDT	14.55	P	245	P	0.00	P	17.7	P	403	P
USGS	05289800	2019-10-01 04:45	CDT	14.56	P	247	P	0.00	P	17.6	P	404	P
USGS	05289800	2019-10-01 04:50	CDT	14.55	P	245	P	0.00	P	17.6	P	405	P
USGS	05289800	2019-10-01 04:55	CDT	14.54	P	244	P	0.00	P	17.6	P	405	P
USGS	05289800	2019-10-01 05:00	CDT	14.54	P	244	P	0.00	P	17.6	P	406	P
USGS	05289800	2019-10-01 05:05	CDT	14.54	P	244	P	0.00	P	17.6	P	405	P
USGS	05289800	2019-10-01 05:10	CDT	14.53	P	242	P	0.00	P	17.6	P	405	P
USGS	05289800	2019-10-01 05:15	CDT	14.53	P	242	P	0.00	P	17.6	P	405	P
USGS	05289800	2019-10-01 05:20	CDT	14.54	P	244	P	0.00	P	17.6	P	405	P
USGS	05289800	2019-10-01 05:25	CDT	14.53	P	242	P	0.00	P	17.6	P	405	P
USGS	05289800	2019-10-01 05:30	CDT	14.53	P	242	P	0.00	P	17.6	P	405	P
USGS	05289800	2019-10-01 05:35	CDT	14.54	P	244	P	0.00	P	17.6	P	406	P
USGS	05289800	2019-10-01 05:40	CDT	14.53	P	242	P	0.00	P	17.6	P	404	P
USGS	05289800	2019-10-01 05:45	CDT	14.54	P	244	P	0.00	P	17.5	P	405	P
USGS	05289800	2019-10-01 05:50	CDT	14.52	P	241	P	0.00	P	17.5	P	406	P
USGS	05289800	2019-10-01 05:55	CDT	14.52	P	241	P	0.00	P	17.5	P	405	P
USGS	05289800	2019-10-01 06:00	CDT	14.51	P	239	P	0.00	P	17.5	P	406	P
USGS	05289800	2019-10-01 06:05	CDT	14.52	P	241	P	0.00	P	17.5	P	406	P
USGS	05289800	2019-10-01 06:10	CDT	14.51	P	239	P	0.00	P	17.5	P	407	P
USGS	05289800	2019-10-01 06:15	CDT	14.52	P	241	P	0.00	P	17.5	P	407	P
USGS	05289800	2019-10-01 06:20	CDT	14.51	P	239	P	0.00	P	17.5	P	408	P
USGS	05289800	2019-10-01 06:25	CDT	14.52	P	241	P	0.00	P	17.5	P	409	P
USGS	05289800	2019-10-01 06:30	CDT	14.51	P	239	P	0.00	P	17.5	P	408	P
USGS	05289800	2019-10-01 06:35	CDT	14.51	P	239	P	0.00	P	17.5	P	409	P
USGS	05289800	2019-10-01 06:40	CDT	14.51	P	239	P	0.00	P	17.5	P	409	P
USGS	05289800	2019-10-01 06:45	CDT	14.50	P	238	P	0.00	P	17.4	P	409	P
USGS	05289800	2019-10-01 06:50	CDT	14.51	P	239	P	0.00	P	17.4	P	409	P
USGS	05289800	2019-10-01 06:55	CDT	14.51	P	239	P	0.00	P	17.4	P	409	P
USGS	05289800	2019-10-01 07:00	CDT	14.51	P	239	P	0.00	P	17.4	P	409	P
USGS	05289800	2019-10-01 07:05	CDT	14.50	P	238	P	0.00	P	17.4	P	409	P
USGS	05289800	2019-10-01 07:10	CDT	14.49	P	237	P	0.00	P	17.4	P	409	P
USGS	05289800	2019-10-01 07:15	CDT	14.50	P	238	P	0.00	P	17.4	P	409	P
USGS	05289800	2019-10-01 07:20	CDT	14.50	P	238	P	0.00	P	17.4	P	409	P
USGS	05289800	2019-10-01 07:25	CDT	14.49	P	237	P	0.00	P	17.4	P	408	P
USGS	05289800	2019-10-01 07:30	CDT	14.49	P	237	P	0.00	P	17.4	P	408	P
USGS	05289800	2019-10-01 07:35	CDT	14.50	P	238	P	0.00	P	17.4	P	409	P
USGS	05289800	2019-10-01 07:40	CDT	14.49	P	237	P	0.00	P	17.4	P	408	P
USGS	05289800	2019-10-01 07:45	CDT	14.49	P	237	P	0.00	P	17.4	P	408	P
USGS	05289800	2019-10-01 07:50	CDT	14.49	P	237	P	0.00	P	17.4	P	408	P
USGS	05289800	2019-10-01 07:55	CDT	14.48	P	235	P	0.00	P	17.4	P	407	P
USGS	05289800	2019-10-01 08:00	CDT	14.49	P	237	P	0.00	P	17.4	P	407	P
USGS	05289800	2019-10-01 08:05	CDT	14.49	P	237	P	0.00	P	17.4	P	407	P
USGS	05289800	2019-10-01 08:10	CDT	14.48	P	235	P	0.00	P	17.4	P	407	P
USGS	05289800	2019-10-01 08:15	CDT	14.49	P	237	P	0.00	P	17.4	P	406	P
USGS	05289800	2019-10-01 08:20	CDT	14.49	P	237	P	0.00	P	17.4	P	406	P
USGS	05289800	2019-10-01 08:25	CDT	14.48	P	235	P	0.00	P	17.4	P	407	P
USGS	05289800	2019-10-01 08:30	CDT	14.48	P	235	P	0.00	P	17.4	P	407	P
USGS	05289800	2019-10-01 08:35	CDT	14.48	P	235	P	0.00	P	17.4	P	405	P
USGS	05289800	2019-10-01 08:40	CDT	14.48	P	235	P	0.00	P	17.4	P	406	P
USGS	05289800	2019-10-01 08:45	CDT	14.47	P	234	P	0.00	P	17.4	P	404	P
USGS	05289800	2019-10-01 08:50	CDT	14.48	P	235	P	0.00	P	17.4	P	406	P
USGS	05289800	2019-10-01 08:55	CDT	14.47	P	234	P	0.00	P	17.4	P	406	P
USGS	05289800	2019-10-01 09:00	CDT	14.47	P	234	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 09:05	CDT	14.47	P	234	P	0.00	P	17.3	P	406	P
USGS	05289800	2019-10-01 09:10	CDT	14.46	P	232	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 09:15	CDT	14.47	P	234	P	0.00	P	17.3	P	406	P
USGS	05289800	2019-10-01 09:20	CDT	14.46	P	232	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 09:25	CDT	14.47	P	234	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 09:30	CDT	14.46	P	232	P	0.00	P	17.3	P	406	P
USGS	05289800	2019-10-01 09:35	CDT	14.47	P	234	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 09:40	CDT	14.46	P	232	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 09:45	CDT	14.46	P	232	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 09:50	CDT	14.46	P	232	P	0.00	P	17.3	P	405	P
USGS	05289800	2019-10-01 09:55	CDT	14.46	P	232	P	0.00	P	17.3	P	405	P
USGS	05289800	2019-10-01 10:00	CDT	14.47	P	234	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 10:05	CDT	14.46	P	232	P	0.00	P	17.3	P	408	P
USGS	05289800	2019-10-01 10:10	CDT	14.45	P	231	P	0.00	P	17.3	P	408	P
USGS	05289800	2019-10-01 10:15	CDT	14.46	P	232	P	0.00	P	17.3	P	408	P
USGS	05289800	2019-10-01 10:20	CDT	14.46	P	232	P	0.01	P	17.3	P	407	P
USGS	05289800	2019-10-01 10:25	CDT	14.46	P	232	P	0.00	P	17.3	P	406	P
USGS	05289800	2019-10-01 10:30	CDT	14.45	P	231	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 10:35	CDT	14.45	P	231	P	0.00	P	17.3	P	406	P
USGS	05289800	2019-10-01 10:40	CDT	14.45	P	231	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 10:45	CDT	14.44	P	229	P	0.00	P	17.3	P	407	P
USGS	05289800	2019-10-01 10:50	CDT	14.45	P	231	P	0.00	P	17.3	P	409	P
USGS	05289800	2019-10-01 10:55	CDT	14.45	P	231	P	0.00	P	17.3	P	408	P
USGS	05289800	2019-10-01 11:00	CDT	14.45	P	231	P	0.00	P	17.3	P	409	P
USGS	05289800	2019-10-01 11:05	CDT	14.44	P	229	P	0.00	P	17.3	P	409	P
USGS	05289800	2019-10-01 11:10	CDT	14.45	P	231	P	0.00	P	17.3	P	409	P
USGS	05289800	2019-10-01 11:15	CDT	14.44	P	229	P	0.00	P	17.3	P	409	P
USGS	05289800	2019-10-01 11:20	CDT	14.43	P	228	P	0.00	P	17.3	P	409	P
USGS	05289800	2019-10-01 11:25	CDT	14.44	P	229	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 11:30	CDT	14.44	P	229	P	0.01	P	17.2	P	409	P
USGS	05289800	2019-10-01 11:35	CDT	14.45	P	231	P	0.01	P	17.2	P	409	P
USGS	05289800	2019-10-01 11:40	CDT	14.44	P	229	P	0.01	P	17.2	P	409	P
USGS	05289800	2019-10-01 11:45	CDT	14.44	P	229	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 11:50	CDT	14.45	P	231	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 11:55	CDT	14.44	P	229	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 12:00	CDT	14.44	P	229	P	0.00	P	17.2	P	406	P
USGS	05289800	2019-10-01 12:05	CDT	14.43	P	228	P	0.00	P	17.2	P	405	P
USGS	05289800	2019-10-01 12:10	CDT	14.44	P	229	P	0.00	P	17.2	P	407	P
USGS	05289800	2019-10-01 12:15	CDT	14.44	P	229	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 12:20	CDT	14.44	P	229	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 12:25	CDT	14.43	P	228	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 12:30	CDT	14.44	P	229	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 12:35	CDT	14.43	P	228	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 12:40	CDT	14.44	P	229	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 12:45	CDT	14.43	P	228	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 12:50	CDT	14.43	P	228	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 12:55	CDT	14.43	P	228	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 13:00	CDT	14.44	P	229	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 13:05	CDT	14.43	P	228	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 13:10	CDT	14.43	P	228	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 13:15	CDT	14.43	P	228	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 13:20	CDT	14.43	P	228	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 13:25	CDT	14.42	P	227	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 13:30	CDT	14.43	P	228	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 13:35	CDT	14.43	P	228	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 13:40	CDT	14.43	P	228	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 13:45	CDT	14.43	P	228	P	0.00	P	17.2	P	409	P
USGS	05289800	2019-10-01 13:50	CDT	14.42	P	227	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 13:55	CDT	14.43	P	228	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 14:00	CDT	14.42	P	227	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 14:05	CDT	14.42	P	227	P	0.00	P	17.2	P	408	P
USGS	05289800	2019-10-01 14:10	CDT	14.42	P	227	P	0.04	P	17.2	P	409	P
USGS	05289800	2019-10-01 14:15	CDT	14.43	P	228	P	0.05	P	17.2	P	409	P
USGS	05289800	2019-10-01 14:20	CDT	14.43	P	228	P	0.02	P	17.2	P	408	P
USGS	05289800	2019-10-01 14:25	CDT	14.43	P	228	P	0.01	P	17.1	P	408	P
USGS	05289800	2019-10-01 14:30	CDT	14.43	P	228	P	0.01	P	17.1	P	408	P
USGS	05289800	2019-10-01 14:35	CDT	14.44	P	229	P	0.00	P	17.1	P	409	P
USGS	05289800	2019-10-01 14:40	CDT	14.45	P	231	P	0.01	P	17.1	P	409	P
USGS	05289800	2019-10-01 14:45	CDT	14.45	P	231	P	0.02	P	17.1	P	409	P
USGS	05289800	2019-10-01 14:50	CDT	14.45	P	231	P	0.01	P	17.1	P	408	P
USGS	05289800	2019-10-01 14:55	CDT	14.46	P	232	P	0.01	P	17.1	P	408	P
USGS	05289800	2019-10-01 15:00	CDT	14.46	P	232	P	0.00	P	17.1	P	408	P
USGS	05289800	2019-10-01 15:05	CDT	14.47	P	234	P	0.01	P	17.1	P	409	P
USGS	05289800	2019-10-01 15:10	CDT	14.47	P	234	P	0.01	P	17.1	P	408	P
USGS	05289800	2019-10-01 15:15	CDT	14.47	P	234	P	0.01	P	17.1	P	407	P
USGS	05289800	2019-10-01 15:20	CDT	14.48	P	235	P	0.00	P	17.1	P	404	P
USGS	05289800	2019-10-01 15:25	CDT	14.48	P	235	P	0.01	P	17.0	P	404	P
USGS	05289800	2019-10-01 15:30	CDT	14.49	P	237	P	0.00	P	17.0	P	402	P
USGS	05289800	2019-10-01 15:35	CDT	14.49	P	237	P	0.01	P	17.0	P	402	P
USGS	05289800	2019-10-01 15:40	CDT	14.48	P	235	P	0.01	P	17.0	P	401	P
USGS	05289800	2019-10-01 15:45	CDT	14.49	P	237	P	0.00	P	17.0	P	401	P
USGS	05289800	2019-10-01 15:50	CDT	14.50	P	238	P	0.01	P	17.0	P	402	P
USGS	05289800	2019-10-01 15:55	CDT	14.49	P	237	P	0.00	P	17.0	P	400	P
USGS	05289800	2019-10-01 16:00	CDT	14.48	P	235	P	0.00	P	17.0	P	400	P
USGS	05289800	2019-10-01 16:05	CDT	14.49	P	237	P	0.00	P	17.0	P	400	P
USGS	05289800	2019-10-01 16:10	CDT	14.49	P	237	P	0.01	P	17.0	P	399	P
USGS	05289800	2019-10-01 16:15	CDT	14.50	P	238	P	0.01	P	17.0	P	398	P
USGS	05289800	2019-10-01 16:20	CDT	14.49	P	237	P	0.02	P	17.0	P	397	P
USGS	05289800	2019-10-01 16:25	CDT	14.51	P	239	P	0.01	P	17.0	P	397	P
USGS	05289800	2019-10-01 16:30	CDT	14.50	P	238	P	0.04	P	17.0	P	396	P
USGS	05289800	2019-10-01 16:35	CDT	14.50	P	238	P	0.03	P	16.9	P	396	P
USGS	05289800	2019-10-01 16:40	CDT	14.53	P	242	P	0.02	P	16.9	P	397	P
USGS	05289800	2019-10-01 16:45	CDT	14.54	P	244	P	0.02	P	16.9	P	397	P
USGS	05289800	2019-10-01 16:50	CDT	14.56	P	247	P	0.03	P	16.9	P	396	P
USGS	05289800	2019-10-01 16:55	CDT	14.58	P	250	P	0.01	P	16.9	P	397	P
USGS	05289800	2019-10-01 17:00	CDT	14.60	P	253	P	0.03	P	16.9	P	397	P
USGS	05289800	2019-10-01 17:05	CDT	14.63	P	257	P	0.03	P	16.9	P	397	P
